,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Company Name
0,2014-12-16 00:00:00+00:00,ABT,43.22999954223633,44.41999816894531,43.099998474121094,43.400001525878906,35.8690299987793,6186500.0,Abbott Laboratories
1,2014-12-16 00:00:00+00:00,AZN,34.88999938964844,35.5,34.779998779296875,34.779998779296875,25.06760597229004,3118800.0,AstraZeneca PLC
2,2014-12-16 00:00:00+00:00,CVS,91.22000122070312,94.61000061035156,91.02999877929688,92.30999755859375,70.45079803466797,10159000.0,CVS Health Corporation
3,2014-12-16 00:00:00+00:00,JNJ,103.4800033569336,105.20999908447266,102.5,102.76000213623047,77.9757308959961,10209200.0,Johnson & Johnson
4,2014-12-16 00:00:00+00:00,PFE,29.25047492980957,29.943073272705078,29.070209503173828,29.09867286682129,19.618980407714844,24954188.0,Pfizer Inc.
5,2014-12-16 00:00:00+00:00,TMO,123.41999816894531,125.37999725341797,121.5,121.55000305175781,117.98206329345703,1530900.0,Thermo Fisher Scientific Inc.
6,2014-12-16 00:00:00+00:00,UNH,97.6500015258789,98.77999877929688,95.75,95.8499984741211,82.32652282714844,4843800.0,UnitedHealth Group Incorporated
7,2014-12-17 00:00:00+00:00,ABT,43.470001220703125,44.36000061035156,43.40999984741211,44.2599983215332,36.579795837402344,5045700.0,Abbott Laboratories
8,2014-12-17 00:00:00+00:00,AZN,34.82500076293945,35.28499984741211,34.75,35.095001220703125,25.29463768005371,4432200.0,AstraZeneca PLC
9,2014-12-17 00:00:00+00:00,CVS,92.81999969482422,94.75,92.69999694824219,94.16999816894531,71.87036895751953,6906500.0,CVS Health Corporation
10,2014-12-17 00:00:00+00:00,JNJ,103.2699966430664,104.48999786376953,102.69999694824219,104.06999969482422,78.96977233886719,10207600.0,Johnson & Johnson
11,2014-12-17 00:00:00+00:00,PFE,29.127134323120117,29.743833541870117,29.013282775878906,29.525617599487305,19.906835556030273,25988478.0,Pfizer Inc.
12,2014-12-17 00:00:00+00:00,TMO,122.30000305175781,124.87000274658203,121.1500015258789,124.7699966430664,121.10752868652344,1886600.0,Thermo Fisher Scientific Inc.
13,2014-12-17 00:00:00+00:00,UNH,96.55000305175781,99.75,96.16999816894531,99.13999938964844,85.15233612060547,6235000.0,UnitedHealth Group Incorporated
14,2014-12-18 00:00:00+00:00,ABT,44.709999084472656,45.790000915527344,44.439998626708984,45.77000045776367,37.827789306640625,6703700.0,Abbott Laboratories
15,2014-12-18 00:00:00+00:00,AZN,35.540000915527344,36.07500076293945,35.415000915527344,36.05500030517578,25.986557006835938,2422200.0,AstraZeneca PLC
16,2014-12-18 00:00:00+00:00,CVS,95.06999969482422,95.52999877929688,94.13999938964844,95.5199966430664,72.90068054199219,5929400.0,CVS Health Corporation
17,2014-12-18 00:00:00+00:00,JNJ,105.62000274658203,106.81999969482422,104.73999786376953,106.80999755859375,81.04891967773438,11756800.0,Johnson & Johnson
18,2014-12-18 00:00:00+00:00,PFE,29.905122756958008,30.360530853271484,29.81024742126465,30.332067489624023,20.4505558013916,37867058.0,Pfizer Inc.
